Region main,Specific_region,year,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Unknown,Total,
Loddon Mallee,Central Goldfields (S), 2019YTD,2,0,0,2,0,3,1,2,0,1,1,0,1,2,2,1,2,10,0,30,
Loddon Mallee,Central Goldfields (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,
Loddon Mallee,Central Goldfields (S), 2017YTD,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,5,
Loddon Mallee,Central Goldfields (S), 2016YTD,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,
Loddon Mallee,Central Goldfields (S), 2018Total,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,
Loddon Mallee,Central Goldfields (S), 2017Total,1,0,0,0,1,2,2,6,1,4,1,3,4,2,4,6,3,5,0,45,
Loddon Mallee,Central Goldfields (S), 2016Total,0,0,0,2,1,1,0,1,1,0,1,1,0,2,5,0,0,3,0,18,
Loddon Mallee,Gannawarra (S), 2019YTD,1,1,2,2,2,1,4,5,3,3,2,1,4,1,2,4,3,4,0,45,
Loddon Mallee,Gannawarra (S), 2018YTD,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,
Loddon Mallee,Gannawarra (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,
Loddon Mallee,Gannawarra (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,
Loddon Mallee,Gannawarra (S), 2018Total,1,0,2,1,1,0,1,2,0,1,0,0,1,2,1,0,0,0,0,13,
Loddon Mallee,Gannawarra (S), 2017Total,2,2,9,8,1,1,5,0,3,5,2,2,4,4,2,4,5,3,0,62,
Loddon Mallee,Gannawarra (S), 2016Total,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,5,
Loddon Mallee,Greater Bendigo (C), 2019YTD,24,26,13,19,20,23,31,28,13,28,19,23,22,23,10,21,14,28,0,385,
Loddon Mallee,Greater Bendigo (C), 2018YTD,1,3,1,3,0,2,2,2,3,1,5,4,2,0,0,0,0,0,0,29,
Loddon Mallee,Greater Bendigo (C), 2017YTD,2,0,0,0,4,4,3,5,3,4,1,4,9,3,2,1,12,15,0,72,
Loddon Mallee,Greater Bendigo (C), 2016YTD,4,0,1,1,1,0,0,2,0,1,1,1,1,2,0,1,4,3,0,23,
Loddon Mallee,Greater Bendigo (C), 2018Total,5,12,3,10,4,5,6,10,9,5,10,12,6,4,5,2,6,5,0,119,
Loddon Mallee,Greater Bendigo (C), 2017Total,23,22,18,26,23,15,23,23,24,26,21,33,32,31,17,26,46,58,0,487,
Loddon Mallee,Greater Bendigo (C), 2016Total,11,1,1,2,1,3,2,3,1,6,3,8,5,5,2,2,6,5,0,67,
Loddon Mallee,Greater Geelong (C), 2019YTD,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,
Loddon Mallee,Greater Geelong (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Greater Geelong (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Greater Geelong (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Greater Geelong (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Greater Geelong (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Greater Geelong (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hepburn (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
Loddon Mallee,Hepburn (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hepburn (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hepburn (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hepburn (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Loddon Mallee,Hepburn (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hepburn (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2018Total,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Hobsons Bay (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hobsons Bay (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2019YTD,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,
Loddon Mallee,Hume (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Hume (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Loddon (S), 2019YTD,0,0,0,2,0,1,2,1,0,0,2,0,2,0,0,1,1,3,0,15,
Loddon Mallee,Loddon (S), 2018YTD,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,
Loddon Mallee,Loddon (S), 2017YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,
Loddon Mallee,Loddon (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Loddon (S), 2018Total,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,8,
Loddon Mallee,Loddon (S), 2017Total,0,1,2,1,1,2,2,1,3,2,1,1,1,3,3,0,4,3,0,31,
Loddon Mallee,Loddon (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,
Loddon Mallee,Macedon Ranges (S), 2019YTD,58,69,31,36,18,15,28,19,30,18,28,20,23,16,19,9,11,8,0,456,
Loddon Mallee,Macedon Ranges (S), 2018YTD,4,5,1,1,0,1,0,1,0,5,4,1,0,1,2,3,0,0,0,29,
Loddon Mallee,Macedon Ranges (S), 2017YTD,3,3,3,5,4,4,5,5,1,7,6,4,13,8,3,2,1,1,0,78,
Loddon Mallee,Macedon Ranges (S), 2016YTD,0,0,0,0,2,2,1,1,2,2,1,1,3,1,1,0,0,0,0,17,
Loddon Mallee,Macedon Ranges (S), 2018Total,10,22,11,6,5,5,4,8,9,13,14,8,7,4,11,7,1,3,0,148,
Loddon Mallee,Macedon Ranges (S), 2017Total,31,60,36,36,31,13,17,38,42,53,47,44,32,34,17,10,14,19,0,574,
Loddon Mallee,Macedon Ranges (S), 2016Total,3,1,3,8,7,6,5,8,7,5,6,6,11,4,4,3,7,9,1,104,
Loddon Mallee,Mildura (RC), 2019YTD,10,0,6,5,8,5,4,4,7,6,6,5,8,5,3,16,8,8,0,114,
Loddon Mallee,Mildura (RC), 2018YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,
Loddon Mallee,Mildura (RC), 2017YTD,1,2,0,3,0,1,1,1,0,4,1,4,3,0,0,2,1,1,0,25,
Loddon Mallee,Mildura (RC), 2016YTD,0,0,0,1,0,0,0,0,2,0,0,0,3,3,0,3,0,0,0,12,
Loddon Mallee,Mildura (RC), 2018Total,2,1,0,0,0,2,4,3,0,1,3,3,1,3,6,2,1,0,0,32,
Loddon Mallee,Mildura (RC), 2017Total,4,8,4,8,5,7,7,8,7,10,15,17,12,13,13,7,9,11,0,165,
Loddon Mallee,Mildura (RC), 2016Total,0,1,0,3,0,1,1,0,3,1,4,0,7,6,8,7,2,4,0,48,
Loddon Mallee,Moreland (C), 2019YTD,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
Loddon Mallee,Moreland (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Moreland (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Moreland (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Moreland (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Moreland (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Moreland (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Mount Alexander (S), 2019YTD,5,5,3,5,1,4,8,4,2,6,5,8,11,5,5,5,3,3,0,88,
Loddon Mallee,Mount Alexander (S), 2018YTD,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,6,
Loddon Mallee,Mount Alexander (S), 2017YTD,0,0,1,0,0,0,1,1,0,0,1,0,0,2,1,2,2,4,0,15,
Loddon Mallee,Mount Alexander (S), 2016YTD,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,
Loddon Mallee,Mount Alexander (S), 2018Total,0,6,5,2,0,1,2,2,2,4,1,3,1,1,0,3,1,1,0,35,
Loddon Mallee,Mount Alexander (S), 2017Total,0,1,3,2,4,4,5,5,2,6,5,5,3,4,3,5,4,9,0,70,
Loddon Mallee,Mount Alexander (S), 2016Total,1,2,0,2,3,0,4,0,1,0,2,2,4,2,1,2,1,0,0,27,
Loddon Mallee,South Gippsland (S), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,South Gippsland (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,South Gippsland (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,South Gippsland (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,South Gippsland (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,South Gippsland (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,South Gippsland (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Stonnington (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Stonnington (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Swan Hill (RC), 2019YTD,6,8,3,3,8,5,5,4,2,5,3,4,5,5,4,2,8,11,0,91,
Loddon Mallee,Swan Hill (RC), 2018YTD,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,7,
Loddon Mallee,Swan Hill (RC), 2017YTD,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,
Loddon Mallee,Swan Hill (RC), 2016YTD,0,1,0,2,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,9,
Loddon Mallee,Swan Hill (RC), 2018Total,5,6,3,0,4,4,4,4,7,8,6,8,8,3,2,2,0,8,0,82,
Loddon Mallee,Swan Hill (RC), 2017Total,3,4,0,2,0,4,2,2,0,2,0,1,7,3,5,1,1,3,0,40,
Loddon Mallee,Swan Hill (RC), 2016Total,1,1,0,3,1,0,1,0,1,0,0,2,2,1,1,0,1,1,0,16,
Loddon Mallee,Wentworth (A), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Wentworth (A), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Wentworth (A), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Wentworth (A), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Wentworth (A), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Wentworth (A), 2017Total,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Wentworth (A), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
Loddon Mallee,Whittlesea (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Whittlesea (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Loddon Mallee,Yarra (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Yarra Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Yarra Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Ballarat (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Ballarat (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Banyule (C), 2019YTD,104,112,74,56,48,59,65,68,53,50,49,40,46,36,29,22,15,36,0,962,
Northern and Western Metropolitan,Banyule (C), 2018YTD,3,13,2,5,3,4,5,4,3,9,6,6,0,6,2,0,0,1,0,72,
Northern and Western Metropolitan,Banyule (C), 2017YTD,16,21,4,18,11,7,18,16,20,13,19,12,13,14,4,5,12,6,1,230,
Northern and Western Metropolitan,Banyule (C), 2016YTD,10,6,5,1,3,5,7,8,8,5,4,2,5,2,5,2,1,2,0,81,
Northern and Western Metropolitan,Banyule (C), 2018Total,21,43,11,10,14,9,22,17,17,22,20,17,7,11,8,8,6,10,0,273,
Northern and Western Metropolitan,Banyule (C), 2017Total,117,146,50,76,49,41,65,84,91,86,79,74,86,67,47,47,38,80,1,1324,
Northern and Western Metropolitan,Banyule (C), 2016Total,27,20,28,30,14,17,21,24,21,24,22,22,20,16,18,17,23,59,1,424,
Northern and Western Metropolitan,Bass Coast (S), 2019YTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Bass Coast (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Bass Coast (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Bass Coast (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Bass Coast (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Bass Coast (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Bass Coast (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Boroondara (C), 2019YTD,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,5,
Northern and Western Metropolitan,Boroondara (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Boroondara (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Boroondara (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Boroondara (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
Northern and Western Metropolitan,Boroondara (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Boroondara (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Brimbank (C), 2019YTD,150,146,80,61,66,95,98,83,56,58,47,63,52,45,41,34,33,43,0,1251,
Northern and Western Metropolitan,Brimbank (C), 2018YTD,7,6,2,1,1,5,5,3,1,4,4,1,3,3,2,5,1,3,0,57,
Northern and Western Metropolitan,Brimbank (C), 2017YTD,13,11,7,2,9,9,6,10,8,8,11,11,9,8,10,11,8,7,0,158,
Northern and Western Metropolitan,Brimbank (C), 2016YTD,7,2,1,0,2,5,6,3,5,4,4,2,5,1,5,2,0,3,0,57,
Northern and Western Metropolitan,Brimbank (C), 2018Total,37,38,14,11,13,25,37,28,10,23,22,18,25,16,10,21,8,10,0,366,
Northern and Western Metropolitan,Brimbank (C), 2017Total,77,68,42,56,46,41,38,66,55,51,52,72,48,46,50,59,51,63,0,981,
Northern and Western Metropolitan,Brimbank (C), 2016Total,19,8,5,11,7,16,16,17,17,12,17,17,20,14,16,16,11,9,0,248,
Northern and Western Metropolitan,Corangamite (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Corangamite (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Corangamite (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Corangamite (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Corangamite (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Corangamite (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Corangamite (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Darebin (C), 2019YTD,61,73,45,30,44,61,80,78,58,43,44,34,29,26,16,16,26,52,0,816,
Northern and Western Metropolitan,Darebin (C), 2018YTD,4,8,2,0,3,5,2,2,6,8,6,5,1,2,1,1,1,3,0,60,
Northern and Western Metropolitan,Darebin (C), 2017YTD,3,8,3,2,4,7,11,13,7,10,8,7,2,2,6,4,9,14,0,120,
Northern and Western Metropolitan,Darebin (C), 2016YTD,4,4,0,1,1,1,4,0,3,3,1,2,1,0,1,4,3,1,0,34,
Northern and Western Metropolitan,Darebin (C), 2018Total,8,21,6,4,12,15,15,15,17,22,14,14,10,8,6,10,8,10,0,215,
Northern and Western Metropolitan,Darebin (C), 2017Total,49,62,38,34,29,41,55,78,57,54,45,47,29,25,43,47,68,107,0,908,
Northern and Western Metropolitan,Darebin (C), 2016Total,18,10,7,10,13,20,17,10,13,10,5,11,6,7,11,20,25,49,0,262,
Northern and Western Metropolitan,East Gippsland (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,East Gippsland (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,East Gippsland (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,East Gippsland (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,East Gippsland (S), 2018Total,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,East Gippsland (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,East Gippsland (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2019YTD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Frankston (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Frankston (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Glen Eira (C), 2019YTD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Glen Eira (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Glen Eira (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Glen Eira (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Glen Eira (C), 2018Total,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Glen Eira (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Glen Eira (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Golden Plains (S), 2019YTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Golden Plains (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Golden Plains (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Golden Plains (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Golden Plains (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
