Region main,Specific_region,year,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Unknown,Total,
Eastern Metropolitan,Whitehorse (C), 2016Total,16,17,7,12,13,8,17,14,15,16,13,23,22,14,25,27,22,61,1,343,
Eastern Metropolitan,Whittlesea (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Eastern Metropolitan,Whittlesea (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Whittlesea (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Whittlesea (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Whittlesea (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Whittlesea (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Whittlesea (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Eastern Metropolitan,Wyndham (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Wyndham (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
Eastern Metropolitan,Yarra (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eastern Metropolitan,Yarra Ranges (S), 2019YTD,106,142,72,44,60,58,88,67,52,58,60,58,47,40,40,22,24,58,0,1096,
Eastern Metropolitan,Yarra Ranges (S), 2018YTD,7,5,2,1,3,4,5,5,9,8,6,10,3,3,5,5,2,6,0,89,
Eastern Metropolitan,Yarra Ranges (S), 2017YTD,16,16,5,8,13,7,15,17,21,17,9,14,12,13,12,12,9,9,0,225,
Eastern Metropolitan,Yarra Ranges (S), 2016YTD,4,3,2,4,2,2,6,6,5,4,6,4,3,2,1,4,1,2,1,62,
Eastern Metropolitan,Yarra Ranges (S), 2018Total,28,30,9,5,8,13,15,18,22,20,19,21,10,12,12,12,7,19,0,280,
Eastern Metropolitan,Yarra Ranges (S), 2017Total,103,114,97,62,68,59,83,93,101,90,89,100,89,87,64,57,53,97,0,1506,
Eastern Metropolitan,Yarra Ranges (S), 2016Total,21,13,15,15,18,17,18,19,23,18,35,21,26,26,28,26,20,32,2,393,
Gippsland,Bass Coast (S), 2019YTD,12,11,14,1,8,11,14,10,9,5,11,14,17,11,7,13,10,10,0,188,
Gippsland,Bass Coast (S), 2018YTD,3,2,1,0,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,13,
Gippsland,Bass Coast (S), 2017YTD,2,1,2,0,0,1,3,0,2,2,2,3,3,2,0,5,1,2,0,31,
Gippsland,Bass Coast (S), 2016YTD,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,6,
Gippsland,Bass Coast (S), 2018Total,4,3,1,0,1,5,3,3,3,2,3,3,5,4,2,1,2,0,0,45,
Gippsland,Bass Coast (S), 2017Total,12,13,16,11,10,10,10,12,17,13,9,10,15,23,10,14,12,29,0,246,
Gippsland,Bass Coast (S), 2016Total,0,4,2,2,1,2,2,1,1,1,0,2,4,3,2,2,5,0,1,35,
Gippsland,Baw Baw (S), 2019YTD,32,36,17,15,19,19,25,20,17,15,18,28,14,21,17,18,10,13,0,354,
Gippsland,Baw Baw (S), 2018YTD,3,0,0,1,0,1,1,0,1,1,1,1,2,0,0,0,0,1,0,13,
Gippsland,Baw Baw (S), 2017YTD,7,3,0,5,3,4,5,7,2,4,5,8,4,2,1,1,4,4,0,69,
Gippsland,Baw Baw (S), 2016YTD,3,0,0,0,1,0,1,2,2,0,2,5,0,2,0,1,1,0,0,20,
Gippsland,Baw Baw (S), 2018Total,9,8,1,5,2,5,9,4,5,3,1,3,7,2,3,1,1,1,0,70,
Gippsland,Baw Baw (S), 2017Total,50,64,34,31,31,27,33,34,28,38,35,36,26,32,29,17,12,18,0,575,
Gippsland,Baw Baw (S), 2016Total,7,5,3,5,4,4,4,9,4,10,10,11,12,10,6,7,5,7,0,123,
Gippsland,Cardinia (S), 2019YTD,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,
Gippsland,Cardinia (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Cardinia (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Cardinia (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Cardinia (S), 2018Total,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Gippsland,Cardinia (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Cardinia (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2019YTD,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,
Gippsland,Casey (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Casey (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,East Gippsland (S), 2019YTD,13,6,2,8,9,10,12,4,6,9,7,7,6,11,3,7,3,2,0,125,
Gippsland,East Gippsland (S), 2018YTD,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,6,
Gippsland,East Gippsland (S), 2017YTD,2,0,2,5,0,3,8,3,5,4,6,10,7,2,2,3,2,3,1,68,
Gippsland,East Gippsland (S), 2016YTD,2,0,0,2,0,0,2,1,1,1,0,1,2,2,0,0,1,0,0,15,
Gippsland,East Gippsland (S), 2018Total,3,2,0,0,0,1,2,1,2,2,5,5,3,3,6,3,2,1,0,41,
Gippsland,East Gippsland (S), 2017Total,9,9,10,12,15,14,21,13,14,25,19,20,36,17,19,26,27,53,1,360,
Gippsland,East Gippsland (S), 2016Total,2,2,0,2,2,3,4,3,1,5,0,1,4,2,2,4,1,4,0,42,
Gippsland,Glen Eira (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Glen Eira (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Glen Eira (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Glen Eira (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Glen Eira (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Glen Eira (C), 2017Total,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Glen Eira (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Bendigo (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Bendigo (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Bendigo (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Gippsland,Greater Bendigo (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Bendigo (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Bendigo (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Gippsland,Greater Bendigo (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Shepparton (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Shepparton (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Shepparton (C), 2017YTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Greater Shepparton (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Shepparton (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Greater Shepparton (C), 2017Total,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Greater Shepparton (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2019YTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Hobsons Bay (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Hobsons Bay (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2019YTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Knox (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Knox (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Latrobe (C), 2019YTD,49,54,22,19,37,35,45,17,16,19,29,22,25,23,27,15,9,27,0,490,
Gippsland,Latrobe (C), 2018YTD,0,1,0,1,0,4,1,2,3,3,1,5,5,2,3,0,3,4,0,38,
Gippsland,Latrobe (C), 2017YTD,5,5,2,4,5,3,6,3,4,4,2,4,7,6,2,2,5,2,0,71,
Gippsland,Latrobe (C), 2016YTD,1,1,1,1,2,0,1,1,0,0,1,1,2,1,2,0,0,1,0,16,
Gippsland,Latrobe (C), 2018Total,14,12,1,2,5,9,7,13,12,9,11,9,14,13,8,7,4,10,0,160,
Gippsland,Latrobe (C), 2017Total,40,47,34,35,24,20,21,34,29,35,30,36,40,36,33,22,22,26,0,564,
Gippsland,Latrobe (C), 2016Total,9,2,6,5,5,7,7,3,4,1,5,7,8,6,7,8,1,3,0,94,
Gippsland,Macedon Ranges (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Macedon Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Macedon Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Macedon Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Macedon Ranges (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Macedon Ranges (S), 2017Total,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Macedon Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Gippsland,Melbourne (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Melbourne (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2019YTD,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,
Gippsland,Monash (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Monash (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Port Phillip (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Port Phillip (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Port Phillip (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
Gippsland,Port Phillip (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Port Phillip (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Port Phillip (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
Gippsland,Port Phillip (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,South Gippsland (S), 2019YTD,18,24,8,7,5,4,8,14,11,10,11,17,9,6,3,6,5,9,0,175,
Gippsland,South Gippsland (S), 2018YTD,2,0,0,0,0,0,0,1,2,0,1,0,1,3,0,0,0,0,0,10,
Gippsland,South Gippsland (S), 2017YTD,0,3,4,3,2,4,2,3,4,3,3,1,3,2,1,1,5,5,0,49,
Gippsland,South Gippsland (S), 2016YTD,1,0,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,8,
Gippsland,South Gippsland (S), 2018Total,9,13,7,0,1,2,2,4,8,6,5,5,7,5,4,0,0,0,0,78,
Gippsland,South Gippsland (S), 2017Total,13,37,31,25,10,10,16,24,19,21,20,12,18,23,13,9,11,11,0,323,
Gippsland,South Gippsland (S), 2016Total,4,0,1,3,4,4,0,4,0,5,0,4,4,5,5,1,3,7,0,54,
Gippsland,Wellington (S), 2019YTD,26,25,12,10,25,12,14,13,15,7,10,13,19,18,15,10,6,7,0,257,
Gippsland,Wellington (S), 2018YTD,1,1,1,2,1,1,1,1,0,0,0,1,2,0,3,0,0,0,0,15,
Gippsland,Wellington (S), 2017YTD,12,10,1,11,4,6,5,5,6,8,9,12,9,4,1,5,3,15,0,126,
Gippsland,Wellington (S), 2016YTD,4,0,0,0,1,2,1,4,1,0,1,1,2,1,0,2,0,0,0,20,
Gippsland,Wellington (S), 2018Total,9,17,7,9,5,9,14,8,7,11,5,5,8,3,6,2,4,9,0,138,
Gippsland,Wellington (S), 2017Total,34,44,31,29,26,23,30,23,25,38,29,37,32,27,13,19,16,31,0,507,
Gippsland,Wellington (S), 2016Total,7,3,1,6,7,10,9,5,8,6,5,10,6,6,4,12,2,5,2,114,
Gippsland,Whitehorse (C), 2019YTD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Gippsland,Whitehorse (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Whitehorse (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Whitehorse (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Whitehorse (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Whitehorse (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Whitehorse (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Yarra Ranges (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Gippsland,Yarra Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Yarra Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Yarra Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Yarra Ranges (S), 2018Total,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
Gippsland,Yarra Ranges (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gippsland,Yarra Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Ararat (RC), 2019YTD,2,0,0,1,0,3,2,1,2,2,0,1,0,5,1,0,0,2,0,22,
Grampians,Ararat (RC), 2018YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Ararat (RC), 2017YTD,1,1,0,1,0,1,1,0,1,1,2,1,1,0,0,0,0,2,0,13,
Grampians,Ararat (RC), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Ararat (RC), 2018Total,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,
Grampians,Ararat (RC), 2017Total,5,19,3,3,10,5,3,9,9,8,10,9,9,4,13,6,9,13,0,147,
Grampians,Ararat (RC), 2016Total,1,1,0,0,0,1,0,1,0,1,1,0,2,2,1,1,0,0,0,12,
Grampians,Ballarat (C), 2019YTD,35,36,18,20,32,33,25,29,16,18,23,23,30,19,21,21,16,33,0,448,
Grampians,Ballarat (C), 2018YTD,1,1,0,1,0,3,1,0,2,1,1,2,3,4,2,2,1,3,0,28,
Grampians,Ballarat (C), 2017YTD,3,4,1,1,6,7,5,3,4,5,4,6,5,2,1,2,4,7,0,70,
Grampians,Ballarat (C), 2016YTD,1,1,0,2,4,0,1,3,2,2,4,2,2,1,1,1,0,5,0,32,
Grampians,Ballarat (C), 2018Total,6,2,1,2,2,6,8,2,3,4,5,9,4,5,8,4,5,8,0,84,
Grampians,Ballarat (C), 2017Total,26,38,29,13,19,19,20,28,31,33,30,31,38,30,36,26,27,42,0,516,
Grampians,Ballarat (C), 2016Total,7,2,2,2,7,1,6,9,5,12,8,11,6,9,5,11,11,14,3,131,
Grampians,Brimbank (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
Grampians,Brimbank (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Brimbank (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Brimbank (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Brimbank (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Brimbank (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Brimbank (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Cardinia (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Cardinia (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
Grampians,Central Goldfields (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Central Goldfields (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Golden Plains (S), 2019YTD,15,12,5,3,7,8,9,8,7,4,6,8,3,9,3,1,2,4,0,114,
Grampians,Golden Plains (S), 2018YTD,0,2,2,0,0,1,3,0,0,0,0,2,0,1,1,0,0,0,0,12,
Grampians,Golden Plains (S), 2017YTD,0,0,0,0,0,0,3,1,0,5,0,2,3,0,0,0,0,0,0,14,
Grampians,Golden Plains (S), 2016YTD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
Grampians,Golden Plains (S), 2018Total,4,6,3,2,1,3,8,3,1,3,4,6,2,1,4,1,0,0,0,52,
Grampians,Golden Plains (S), 2017Total,9,13,9,6,4,1,9,12,4,16,5,10,17,6,5,3,4,0,0,133,
Grampians,Golden Plains (S), 2016Total,3,0,1,3,6,0,4,1,3,2,0,2,2,0,3,2,2,1,0,35,
Grampians,Hepburn (S), 2019YTD,4,1,3,3,7,3,9,5,14,5,5,7,9,13,7,9,1,3,0,108,
Grampians,Hepburn (S), 2018YTD,0,0,0,0,0,0,0,0,3,0,1,0,4,0,1,1,1,0,0,11,
Grampians,Hepburn (S), 2017YTD,0,2,0,0,1,0,2,2,0,1,2,2,4,2,2,0,0,1,0,21,
Grampians,Hepburn (S), 2016YTD,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,
Grampians,Hepburn (S), 2018Total,0,1,1,1,1,0,0,0,3,0,2,2,6,0,3,4,1,1,0,26,
Grampians,Hepburn (S), 2017Total,1,6,4,5,7,3,6,6,10,12,10,8,15,9,9,11,2,7,1,132,
Grampians,Hepburn (S), 2016Total,1,0,1,1,1,1,2,1,4,2,2,4,8,4,3,1,0,1,0,37,
Grampians,Hindmarsh (S), 2019YTD,0,2,0,1,0,1,2,1,0,0,2,3,1,1,1,2,0,2,0,19,
Grampians,Hindmarsh (S), 2018YTD,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,
Grampians,Hindmarsh (S), 2017YTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Hindmarsh (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Hindmarsh (S), 2018Total,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,7,
Grampians,Hindmarsh (S), 2017Total,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,5,
Grampians,Hindmarsh (S), 2016Total,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,4,
Grampians,Hobsons Bay (C), 2019YTD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Hobsons Bay (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Hobsons Bay (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
