,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Region main,Specific_region,Total,Unknown,Unnamed: 23,year
430,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,Grampians,ARARAT,22.0,0.0,0.0, 2019YTD
431,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,Grampians,ARARAT,12.0,0.0,0.0, 2016Total
432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,ARARAT,1.0,0.0,0.0, 2018YTD
433,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,ARARAT,4.0,0.0,0.0, 2018Total
434,17.0,24.0,8.0,22.0,26.0,14.0,10.0,21.0,13.0,11.0,15.0,17.0,11.0,16.0,19.0,12.0,9.0,10.0,Hume,MITCHELL,275.0,0.0,0.0, 2017Total
435,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,MITCHELL,7.0,0.0,0.0, 2016YTD
436,1.0,1.0,0.0,2.0,4.0,4.0,1.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,1.0,Hume,MITCHELL,32.0,0.0,0.0, 2017YTD
437,19.0,13.0,7.0,13.0,11.0,15.0,13.0,15.0,12.0,8.0,9.0,10.0,10.0,5.0,3.0,2.0,0.0,2.0,Hume,MITCHELL,167.0,0.0,0.0, 2019YTD
438,4.0,3.0,2.0,3.0,4.0,7.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,Hume,MITCHELL,44.0,0.0,0.0, 2016Total
439,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,Hume,MITCHELL,20.0,0.0,0.0, 2018YTD
440,2.0,8.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,Hume,MITCHELL,45.0,0.0,0.0, 2018Total
441,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,3.0,0.0,0.0, 2017Total
442,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,1.0,0.0,0.0, 2016YTD
443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,1.0,0.0,0.0, 2017YTD
444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,1.0,0.0,0.0, 2019YTD
445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,2.0,0.0,0.0, 2016Total
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,0.0,0.0,0.0, 2018YTD
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,UNINCORPORATED VI,0.0,0.0,0.0, 2018Total
448,169.0,176.0,108.0,74.0,94.0,84.0,103.0,101.0,95.0,105.0,89.0,73.0,61.0,62.0,45.0,43.0,33.0,39.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,1557.0,3.0,0.0, 2017Total
449,9.0,3.0,4.0,8.0,6.0,9.0,10.0,10.0,8.0,3.0,8.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,94.0,0.0,0.0, 2016YTD
450,22.0,22.0,11.0,8.0,22.0,16.0,23.0,20.0,18.0,24.0,22.0,12.0,10.0,13.0,8.0,6.0,5.0,6.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,268.0,0.0,0.0, 2017YTD
451,221.0,241.0,102.0,55.0,83.0,111.0,125.0,104.0,72.0,62.0,65.0,70.0,43.0,46.0,35.0,27.0,27.0,35.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,1524.0,0.0,0.0, 2019YTD
452,34.0,22.0,14.0,31.0,22.0,40.0,33.0,30.0,34.0,24.0,30.0,28.0,17.0,22.0,11.0,17.0,16.0,16.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,442.0,1.0,0.0, 2016Total
453,7.0,3.0,2.0,2.0,4.0,5.0,5.0,8.0,6.0,6.0,3.0,14.0,4.0,3.0,4.0,1.0,2.0,1.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,80.0,0.0,0.0, 2018YTD
454,37.0,27.0,10.0,14.0,17.0,22.0,23.0,30.0,24.0,21.0,25.0,25.0,18.0,18.0,13.0,6.0,11.0,12.0,Eastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,HUME,353.0,0.0,0.0, 2018Total
455,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,4.0,3.0,Loddon Mallee,LODDON,31.0,0.0,0.0, 2017Total
456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Loddon Mallee,LODDON,0.0,0.0,0.0, 2016YTD
457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Loddon Mallee,LODDON,2.0,0.0,0.0, 2017YTD
458,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,Loddon Mallee,LODDON,15.0,0.0,0.0, 2019YTD
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Loddon Mallee,LODDON,3.0,0.0,0.0, 2016Total
460,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Loddon Mallee,LODDON,3.0,0.0,0.0, 2018YTD
461,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Loddon Mallee,LODDON,8.0,0.0,0.0, 2018Total
462,3940.0,4648.0,2739.0,2549.0,2126.0,1946.0,2660.0,3075.0,2957.0,2953.0,2630.0,2707.0,2455.0,2165.0,1918.0,1800.0,1860.0,3059.0,Victorian Total,TOTA,48200.0,13.0,0.0, 2017Total
463,280.0,125.0,75.0,106.0,150.0,153.0,196.0,208.0,168.0,180.0,166.0,156.0,142.0,112.0,80.0,82.0,63.0,87.0,Victorian Total,TOTA,2532.0,3.0,0.0, 2016YTD
464,611.0,533.0,292.0,388.0,378.0,375.0,555.0,545.0,493.0,510.0,454.0,447.0,452.0,380.0,335.0,335.0,372.0,498.0,Victorian Total,TOTA,7962.0,9.0,0.0, 2017YTD
465,4469.0,4731.0,2533.0,1946.0,2361.0,2704.0,3182.0,2928.0,2196.0,1938.0,1797.0,1891.0,1739.0,1397.0,1287.0,1065.0,1088.0,1616.0,Victorian Total,TOTA,40873.0,5.0,0.0, 2019YTD
466,871.0,606.0,495.0,649.0,650.0,733.0,817.0,757.0,709.0,711.0,730.0,723.0,671.0,630.0,579.0,603.0,639.0,1182.0,Victorian Total,TOTA,12784.0,29.0,0.0, 2016Total
467,260.0,217.0,86.0,92.0,121.0,157.0,168.0,214.0,217.0,233.0,222.0,237.0,195.0,176.0,139.0,107.0,86.0,88.0,Victorian Total,TOTA,3015.0,0.0,0.0, 2018YTD
468,1067.0,1126.0,424.0,347.0,535.0,689.0,799.0,923.0,791.0,810.0,716.0,698.0,662.0,523.0,440.0,374.0,295.0,388.0,Victorian Total,TOTA,11607.0,0.0,0.0, 2018Total
469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2017Total
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2016YTD
471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2017YTD
472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,1.0,0.0,0.0, 2019YTD
473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2016Total
474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2018YTD
475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,UNKNOW,0.0,0.0,0.0, 2018Total
476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2017Total
477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2016YTD
478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2017YTD
479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2019YTD
480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Southern Metropolitan,BRIGHTON,1.0,0.0,0.0, 2016Total
481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2018YTD
482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Metropolitan,BRIGHTON,0.0,0.0,0.0, 2018Total
483,3.0,4.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,7.0,3.0,5.0,1.0,1.0,3.0,Loddon Mallee,SWAN HILL,40.0,0.0,0.0, 2017Total
484,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Loddon Mallee,SWAN HILL,9.0,0.0,0.0, 2016YTD
485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Loddon Mallee,SWAN HILL,4.0,0.0,0.0, 2017YTD
486,6.0,8.0,3.0,3.0,8.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,8.0,11.0,Loddon Mallee,SWAN HILL,91.0,0.0,0.0, 2019YTD
487,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,Loddon Mallee,SWAN HILL,16.0,0.0,0.0, 2016Total
488,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Loddon Mallee,SWAN HILL,7.0,0.0,0.0, 2018YTD
489,5.0,6.0,3.0,0.0,4.0,4.0,4.0,4.0,7.0,8.0,6.0,8.0,8.0,3.0,2.0,2.0,0.0,8.0,Loddon Mallee,SWAN HILL,82.0,0.0,0.0, 2018Total
490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Grampians,HINDMARSH,5.0,0.0,0.0, 2017Total
491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,HINDMARSH,0.0,0.0,0.0, 2016YTD
492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,HINDMARSH,1.0,0.0,0.0, 2017YTD
493,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,Grampians,HINDMARSH,19.0,0.0,0.0, 2019YTD
494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Grampians,HINDMARSH,4.0,0.0,0.0, 2016Total
495,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Grampians,HINDMARSH,3.0,0.0,0.0, 2018YTD
496,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Grampians,HINDMARSH,7.0,0.0,0.0, 2018Total
497,93.0,128.0,83.0,59.0,54.0,45.0,90.0,67.0,75.0,82.0,66.0,67.0,50.0,41.0,50.0,49.0,72.0,112.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,1283.0,0.0,0.0, 2017Total
498,2.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,41.0,0.0,0.0, 2016YTD
499,19.0,22.0,13.0,11.0,13.0,12.0,29.0,15.0,26.0,17.0,16.0,7.0,11.0,6.0,13.0,14.0,20.0,28.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,292.0,0.0,0.0, 2017YTD
500,108.0,125.0,74.0,45.0,73.0,69.0,85.0,90.0,62.0,54.0,57.0,42.0,31.0,28.0,36.0,36.0,45.0,64.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,1124.0,0.0,0.0, 2019YTD
501,16.0,17.0,7.0,12.0,13.0,8.0,17.0,14.0,15.0,16.0,13.0,23.0,22.0,14.0,25.0,27.0,22.0,61.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,343.0,1.0,0.0, 2016Total
502,7.0,6.0,3.0,2.0,11.0,5.0,3.0,7.0,5.0,8.0,8.0,6.0,0.0,3.0,5.0,3.0,3.0,8.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,93.0,0.0,0.0, 2018YTD
503,24.0,21.0,10.0,6.0,24.0,18.0,18.0,31.0,15.0,16.0,18.0,19.0,4.0,10.0,12.0,11.0,10.0,12.0,Eastern MetropolitanGippslandGrampiansNorthern and Western MetropolitanSouthern Metropolitan,WHITEHORSE,279.0,0.0,0.0, 2018Total
504,10.0,19.0,7.0,8.0,2.0,6.0,7.0,8.0,15.0,8.0,13.0,8.0,10.0,15.0,10.0,5.0,14.0,22.0,Loddon Mallee,CAMPASPE,187.0,0.0,0.0, 2017Total
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,Loddon Mallee,CAMPASPE,14.0,0.0,0.0, 2016YTD
506,3.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,Loddon Mallee,CAMPASPE,29.0,0.0,0.0, 2017YTD
507,16.0,9.0,3.0,9.0,16.0,9.0,15.0,8.0,7.0,5.0,7.0,13.0,18.0,12.0,14.0,8.0,9.0,14.0,Loddon Mallee,CAMPASPE,192.0,0.0,0.0, 2019YTD
508,7.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,7.0,2.0,2.0,Loddon Mallee,CAMPASPE,45.0,0.0,0.0, 2016Total
509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,Loddon Mallee,CAMPASPE,6.0,0.0,0.0, 2018YTD
510,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,6.0,3.0,6.0,0.0,7.0,1.0,3.0,8.0,Loddon Mallee,CAMPASPE,50.0,0.0,0.0, 2018Total
511,27.0,38.0,29.0,13.0,19.0,19.0,20.0,28.0,31.0,33.0,30.0,31.0,38.0,30.0,36.0,26.0,27.0,42.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,517.0,0.0,0.0, 2017Total
512,1.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,32.0,0.0,0.0, 2016YTD
513,3.0,4.0,1.0,1.0,6.0,7.0,5.0,3.0,4.0,5.0,4.0,6.0,5.0,2.0,1.0,2.0,4.0,7.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,70.0,0.0,0.0, 2017YTD
514,35.0,36.0,18.0,20.0,32.0,34.0,25.0,29.0,16.0,18.0,23.0,23.0,30.0,19.0,21.0,21.0,16.0,33.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,449.0,0.0,0.0, 2019YTD
515,7.0,2.0,2.0,2.0,7.0,1.0,6.0,9.0,5.0,12.0,8.0,11.0,6.0,9.0,5.0,11.0,11.0,14.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,131.0,3.0,0.0, 2016Total
516,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,28.0,0.0,0.0, 2018YTD
517,6.0,2.0,1.0,2.0,2.0,6.0,8.0,2.0,3.0,4.0,5.0,9.0,4.0,5.0,8.0,4.0,5.0,8.0,Barwon South WestGrampiansNorthern and Western Metropolitan,BALLARAT,84.0,0.0,0.0, 2018Total
518,158.0,224.0,118.0,86.0,73.0,58.0,69.0,102.0,95.0,106.0,87.0,80.0,70.0,71.0,68.0,95.0,81.0,151.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,1793.0,1.0,0.0, 2017Total
519,8.0,1.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,3.0,3.0,2.0,6.0,3.0,4.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,75.0,1.0,0.0, 2016YTD
520,30.0,25.0,13.0,9.0,12.0,12.0,14.0,18.0,17.0,15.0,12.0,12.0,19.0,14.0,13.0,20.0,20.0,25.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,301.0,1.0,0.0, 2017YTD
521,150.0,195.0,91.0,59.0,65.0,55.0,70.0,76.0,66.0,62.0,42.0,54.0,44.0,41.0,39.0,46.0,45.0,65.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,1265.0,0.0,0.0, 2019YTD
522,29.0,22.0,27.0,27.0,26.0,20.0,23.0,23.0,30.0,24.0,21.0,17.0,22.0,19.0,26.0,23.0,28.0,72.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,481.0,2.0,0.0, 2016Total
523,15.0,9.0,3.0,4.0,9.0,3.0,8.0,8.0,10.0,9.0,7.0,12.0,7.0,10.0,5.0,6.0,3.0,3.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,131.0,0.0,0.0, 2018YTD
524,43.0,28.0,11.0,7.0,22.0,11.0,23.0,24.0,31.0,28.0,18.0,26.0,21.0,21.0,14.0,20.0,10.0,12.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MONASH,370.0,0.0,0.0, 2018Total
525,14.0,9.0,9.0,15.0,16.0,6.0,6.0,8.0,11.0,9.0,17.0,26.0,16.0,14.0,10.0,9.0,13.0,48.0,Hume,WANGARATTA,256.0,0.0,0.0, 2017Total
526,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Hume,WANGARATTA,7.0,0.0,0.0, 2016YTD
527,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Hume,WANGARATTA,11.0,0.0,0.0, 2017YTD
528,13.0,12.0,9.0,8.0,11.0,8.0,18.0,11.0,8.0,11.0,11.0,12.0,15.0,9.0,15.0,7.0,18.0,18.0,Hume,WANGARATTA,214.0,0.0,0.0, 2019YTD
529,6.0,2.0,1.0,7.0,2.0,0.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,Hume,WANGARATTA,47.0,0.0,0.0, 2016Total
530,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,Hume,WANGARATTA,9.0,0.0,0.0, 2018YTD
531,9.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,3.0,2.0,2.0,0.0,3.0,1.0,Hume,WANGARATTA,48.0,0.0,0.0, 2018Total
532,104.0,140.0,61.0,51.0,35.0,36.0,44.0,47.0,51.0,50.0,41.0,35.0,39.0,38.0,30.0,26.0,29.0,34.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,891.0,0.0,0.0, 2017Total
533,6.0,3.0,1.0,0.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,34.0,0.0,0.0, 2016YTD
534,11.0,11.0,7.0,14.0,5.0,4.0,8.0,6.0,9.0,11.0,3.0,7.0,2.0,7.0,5.0,7.0,8.0,11.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,136.0,0.0,0.0, 2017YTD
535,147.0,153.0,78.0,52.0,42.0,68.0,81.0,74.0,62.0,44.0,30.0,30.0,28.0,22.0,29.0,20.0,32.0,52.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,1044.0,0.0,0.0, 2019YTD
536,15.0,12.0,5.0,8.0,14.0,13.0,12.0,9.0,6.0,16.0,11.0,10.0,10.0,14.0,3.0,13.0,11.0,16.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,200.0,2.0,0.0, 2016Total
537,4.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,37.0,0.0,0.0, 2018YTD
538,28.0,22.0,8.0,4.0,3.0,12.0,16.0,10.0,9.0,9.0,12.0,13.0,11.0,9.0,4.0,10.0,3.0,3.0,Eastern MetropolitanGippslandGrampiansLoddon MalleeSouthern Metropolitan,CARDINIA,186.0,0.0,0.0, 2018Total
539,55.0,71.0,49.0,40.0,37.0,20.0,24.0,61.0,58.0,50.0,43.0,53.0,57.0,40.0,16.0,13.0,11.0,16.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,714.0,0.0,0.0, 2017Total
540,7.0,3.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,41.0,0.0,0.0, 2016YTD
541,13.0,5.0,6.0,5.0,3.0,3.0,5.0,12.0,4.0,6.0,8.0,10.0,7.0,5.0,6.0,4.0,4.0,5.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,111.0,0.0,0.0, 2017YTD
542,27.0,44.0,31.0,39.0,27.0,27.0,28.0,28.0,27.0,29.0,38.0,32.0,30.0,22.0,16.0,7.0,9.0,5.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,466.0,0.0,0.0, 2019YTD
543,15.0,14.0,11.0,13.0,14.0,5.0,7.0,8.0,11.0,9.0,21.0,15.0,12.0,15.0,8.0,1.0,5.0,19.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,204.0,1.0,0.0, 2016Total
544,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,28.0,0.0,0.0, 2018YTD
545,8.0,7.0,8.0,4.0,9.0,6.0,7.0,4.0,5.0,11.0,12.0,12.0,6.0,5.0,2.0,2.0,0.0,1.0,Eastern MetropolitanNorthern and Western Metropolitan,NILLUMBIK,109.0,0.0,0.0, 2018Total
546,7.0,8.0,4.0,6.0,9.0,2.0,5.0,6.0,10.0,7.0,5.0,6.0,7.0,10.0,6.0,6.0,3.0,19.0,Hume,ALPINE,126.0,0.0,0.0, 2017Total
547,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Hume,ALPINE,11.0,0.0,0.0, 2016YTD
548,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Hume,ALPINE,13.0,0.0,0.0, 2017YTD
