,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Region main,Specific_region,Total,Unknown,Unnamed: 23,year
321,15.0,33.0,16.0,15.0,24.0,25.0,18.0,23.0,23.0,28.0,26.0,24.0,17.0,14.0,13.0,6.0,5.0,10.0,Barwon South WestEastern MetropolitanHumeNorthern and Western MetropolitanSouthern Metropolitan,BOROONDARA,335.0,0.0,0.0, 2018Total
322,110.0,149.0,95.0,72.0,43.0,34.0,82.0,113.0,92.0,94.0,87.0,77.0,74.0,72.0,65.0,56.0,67.0,127.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,1509.0,0.0,0.0, 2017Total
323,13.0,4.0,5.0,1.0,1.0,7.0,6.0,0.0,4.0,5.0,4.0,7.0,1.0,3.0,3.0,4.0,4.0,2.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,74.0,0.0,0.0, 2016YTD
324,24.0,16.0,13.0,14.0,4.0,9.0,13.0,22.0,16.0,19.0,15.0,15.0,17.0,19.0,18.0,14.0,21.0,27.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,296.0,0.0,0.0, 2017YTD
325,124.0,143.0,83.0,59.0,55.0,63.0,77.0,74.0,79.0,67.0,57.0,44.0,38.0,31.0,35.0,27.0,23.0,30.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,1109.0,0.0,0.0, 2019YTD
326,35.0,32.0,18.0,14.0,12.0,25.0,30.0,21.0,23.0,30.0,19.0,27.0,16.0,19.0,12.0,26.0,22.0,40.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,422.0,1.0,0.0, 2016Total
327,8.0,3.0,4.0,1.0,5.0,8.0,4.0,8.0,11.0,9.0,5.0,8.0,4.0,6.0,5.0,2.0,0.0,2.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,93.0,0.0,0.0, 2018YTD
328,28.0,28.0,20.0,6.0,14.0,25.0,22.0,26.0,37.0,34.0,24.0,23.0,20.0,13.0,10.0,11.0,8.0,14.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,KINGSTON,363.0,0.0,0.0, 2018Total
329,100.0,99.0,58.0,51.0,53.0,52.0,74.0,69.0,75.0,76.0,66.0,67.0,69.0,55.0,37.0,34.0,38.0,83.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,1156.0,0.0,0.0, 2017Total
330,6.0,4.0,4.0,2.0,3.0,4.0,3.0,8.0,7.0,1.0,5.0,7.0,2.0,4.0,0.0,1.0,2.0,0.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,63.0,0.0,0.0, 2016YTD
331,20.0,10.0,4.0,9.0,9.0,8.0,10.0,10.0,7.0,9.0,8.0,8.0,13.0,12.0,10.0,4.0,13.0,33.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,197.0,0.0,0.0, 2017YTD
332,124.0,112.0,53.0,38.0,48.0,62.0,64.0,65.0,40.0,42.0,40.0,48.0,47.0,24.0,23.0,15.0,20.0,19.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,884.0,0.0,0.0, 2019YTD
333,25.0,15.0,16.0,14.0,11.0,12.0,15.0,18.0,21.0,14.0,20.0,19.0,7.0,13.0,9.0,14.0,16.0,33.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,293.0,1.0,0.0, 2016Total
334,10.0,6.0,0.0,0.0,2.0,5.0,2.0,6.0,2.0,7.0,5.0,4.0,6.0,8.0,7.0,2.0,5.0,2.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,79.0,0.0,0.0, 2018YTD
335,39.0,33.0,5.0,9.0,18.0,28.0,24.0,26.0,21.0,28.0,16.0,21.0,20.0,19.0,14.0,8.0,8.0,7.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,FRANKSTON,344.0,0.0,0.0, 2018Total
336,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,6.0,3.0,9.0,Grampians,WEST WIMMERA,33.0,0.0,0.0, 2017Total
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,WEST WIMMERA,0.0,0.0,0.0, 2016YTD
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Grampians,WEST WIMMERA,2.0,0.0,0.0, 2017YTD
339,1.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,Grampians,WEST WIMMERA,26.0,0.0,0.0, 2019YTD
340,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,WEST WIMMERA,1.0,0.0,0.0, 2016Total
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,WEST WIMMERA,0.0,0.0,0.0, 2018YTD
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,WEST WIMMERA,0.0,0.0,0.0, 2018Total
343,111.0,186.0,108.0,119.0,61.0,51.0,69.0,82.0,101.0,100.0,86.0,104.0,100.0,89.0,75.0,77.0,55.0,101.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,1677.0,2.0,0.0, 2017Total
344,3.0,9.0,5.0,4.0,4.0,4.0,3.0,7.0,5.0,11.0,4.0,6.0,3.0,5.0,3.0,3.0,3.0,5.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,87.0,0.0,0.0, 2016YTD
345,7.0,19.0,6.0,28.0,13.0,14.0,18.0,15.0,21.0,16.0,13.0,21.0,20.0,17.0,12.0,10.0,6.0,8.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,266.0,2.0,0.0, 2017YTD
346,91.0,109.0,56.0,54.0,60.0,66.0,57.0,50.0,57.0,59.0,52.0,55.0,70.0,52.0,51.0,43.0,45.0,84.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,1111.0,0.0,0.0, 2019YTD
347,19.0,25.0,28.0,27.0,14.0,16.0,17.0,22.0,28.0,32.0,27.0,26.0,22.0,29.0,28.0,24.0,25.0,39.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,450.0,2.0,0.0, 2016Total
348,9.0,13.0,2.0,2.0,3.0,2.0,5.0,4.0,9.0,4.0,6.0,3.0,8.0,6.0,4.0,8.0,4.0,3.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,95.0,0.0,0.0, 2018YTD
349,35.0,38.0,20.0,17.0,17.0,23.0,18.0,32.0,34.0,25.0,30.0,14.0,37.0,25.0,21.0,19.0,15.0,23.0,Northern and Western MetropolitanSouthern Metropolitan,MORNINGTON PENINSULA,443.0,0.0,0.0, 2018Total
350,122.0,136.0,64.0,71.0,65.0,52.0,86.0,100.0,84.0,104.0,90.0,87.0,79.0,59.0,61.0,50.0,49.0,108.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,1468.0,1.0,0.0, 2017Total
351,2.0,1.0,0.0,1.0,5.0,2.0,4.0,1.0,3.0,5.0,2.0,7.0,8.0,4.0,2.0,5.0,3.0,14.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,69.0,0.0,0.0, 2016YTD
352,20.0,21.0,7.0,11.0,11.0,10.0,19.0,19.0,14.0,22.0,16.0,16.0,12.0,12.0,14.0,14.0,14.0,33.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,286.0,1.0,0.0, 2017YTD
353,154.0,141.0,74.0,56.0,71.0,67.0,88.0,98.0,72.0,49.0,40.0,60.0,66.0,54.0,29.0,24.0,30.0,45.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,1218.0,0.0,0.0, 2019YTD
354,14.0,15.0,10.0,12.0,15.0,14.0,19.0,14.0,20.0,20.0,24.0,27.0,21.0,24.0,15.0,19.0,22.0,55.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,361.0,1.0,0.0, 2016Total
355,7.0,1.0,0.0,3.0,7.0,4.0,2.0,6.0,5.0,5.0,8.0,9.0,6.0,7.0,6.0,3.0,4.0,2.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,85.0,0.0,0.0, 2018YTD
356,29.0,18.0,10.0,10.0,24.0,14.0,13.0,21.0,18.0,18.0,25.0,24.0,22.0,21.0,13.0,14.0,14.0,15.0,Eastern MetropolitanGippslandGrampiansSouthern Metropolitan,KNOX,323.0,0.0,0.0, 2018Total
357,25.0,22.0,13.0,23.0,25.0,14.0,17.0,10.0,15.0,15.0,16.0,18.0,10.0,5.0,17.0,14.0,12.0,13.0,Hume,WODONGA,284.0,0.0,0.0, 2017Total
358,4.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Hume,WODONGA,17.0,0.0,0.0, 2016YTD
359,5.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,Hume,WODONGA,30.0,0.0,0.0, 2017YTD
360,42.0,24.0,11.0,15.0,34.0,32.0,24.0,12.0,12.0,11.0,14.0,23.0,19.0,11.0,12.0,12.0,11.0,29.0,Hume,WODONGA,348.0,0.0,0.0, 2019YTD
361,11.0,9.0,6.0,6.0,7.0,12.0,10.0,8.0,5.0,8.0,5.0,6.0,7.0,6.0,4.0,3.0,3.0,5.0,Hume,WODONGA,122.0,1.0,0.0, 2016Total
362,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,Hume,WODONGA,23.0,0.0,0.0, 2018YTD
363,8.0,14.0,13.0,4.0,8.0,7.0,9.0,9.0,7.0,6.0,7.0,8.0,13.0,3.0,2.0,1.0,2.0,2.0,Hume,WODONGA,123.0,0.0,0.0, 2018Total
364,16.0,11.0,7.0,10.0,9.0,9.0,8.0,12.0,9.0,14.0,11.0,17.0,12.0,11.0,5.0,12.0,8.0,12.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,193.0,0.0,0.0, 2017Total
365,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,9.0,0.0,0.0, 2016YTD
366,3.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,26.0,0.0,0.0, 2017YTD
367,8.0,23.0,14.0,8.0,6.0,3.0,5.0,6.0,4.0,4.0,9.0,5.0,5.0,9.0,5.0,7.0,0.0,0.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,121.0,0.0,0.0, 2019YTD
368,6.0,8.0,2.0,7.0,5.0,4.0,8.0,4.0,3.0,3.0,11.0,4.0,6.0,3.0,2.0,6.0,6.0,2.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,90.0,0.0,0.0, 2016Total
369,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,9.0,0.0,0.0, 2018YTD
370,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,Barwon South WestNorthern and Western MetropolitanSouthern Metropolitan,CORANGAMITE,16.0,0.0,0.0, 2018Total
371,139.0,117.0,80.0,121.0,72.0,61.0,97.0,99.0,94.0,94.0,79.0,78.0,80.0,81.0,70.0,60.0,51.0,68.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,1541.0,0.0,0.0, 2017Total
372,16.0,3.0,2.0,4.0,8.0,6.0,9.0,7.0,4.0,6.0,5.0,4.0,7.0,5.0,2.0,1.0,2.0,1.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,92.0,0.0,0.0, 2016YTD
373,24.0,19.0,7.0,28.0,17.0,13.0,13.0,13.0,20.0,22.0,23.0,12.0,13.0,14.0,10.0,7.0,12.0,10.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,277.0,0.0,0.0, 2017YTD
374,121.0,138.0,62.0,63.0,111.0,101.0,98.0,86.0,74.0,67.0,65.0,84.0,89.0,60.0,69.0,52.0,53.0,98.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,1491.0,0.0,0.0, 2019YTD
375,47.0,16.0,12.0,15.0,33.0,29.0,31.0,34.0,21.0,25.0,27.0,17.0,33.0,28.0,11.0,13.0,18.0,28.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,439.0,1.0,0.0, 2016Total
376,5.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,3.0,8.0,9.0,5.0,10.0,6.0,5.0,6.0,4.0,3.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,98.0,0.0,0.0, 2018YTD
377,27.0,40.0,11.0,17.0,18.0,21.0,29.0,33.0,23.0,37.0,28.0,22.0,34.0,24.0,16.0,19.0,9.0,19.0,Barwon South WestEastern MetropolitanLoddon MalleeNorthern and Western Metropolitan,GREATER GEELONG,427.0,0.0,0.0, 2018Total
378,1.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,6.0,3.0,5.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,45.0,0.0,0.0, 2017Total
379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,3.0,0.0,0.0, 2016YTD
380,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,5.0,0.0,0.0, 2017YTD
381,2.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,10.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,31.0,0.0,0.0, 2019YTD
382,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,3.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,18.0,0.0,0.0, 2016Total
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,2.0,0.0,0.0, 2018YTD
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,GrampiansLoddon Mallee,CENTRAL GOLDFIELDS,4.0,0.0,0.0, 2018Total
385,44.0,33.0,14.0,36.0,66.0,57.0,81.0,52.0,35.0,25.0,38.0,27.0,29.0,23.0,19.0,19.0,20.0,32.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,650.0,0.0,0.0, 2017Total
386,4.0,1.0,1.0,4.0,7.0,11.0,10.0,8.0,3.0,7.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,66.0,0.0,0.0, 2016YTD
387,8.0,2.0,2.0,8.0,21.0,13.0,22.0,17.0,7.0,8.0,5.0,2.0,5.0,2.0,4.0,7.0,3.0,2.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,138.0,0.0,0.0, 2017YTD
388,35.0,33.0,14.0,22.0,71.0,104.0,81.0,55.0,43.0,27.0,19.0,25.0,20.0,21.0,15.0,10.0,10.0,6.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,611.0,0.0,0.0, 2019YTD
389,9.0,5.0,2.0,16.0,24.0,43.0,29.0,24.0,11.0,17.0,7.0,9.0,14.0,7.0,7.0,3.0,5.0,6.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,238.0,0.0,0.0, 2016Total
390,2.0,4.0,0.0,3.0,3.0,13.0,15.0,7.0,2.0,7.0,3.0,6.0,6.0,2.0,2.0,1.0,0.0,2.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,78.0,0.0,0.0, 2018YTD
391,4.0,15.0,1.0,9.0,21.0,30.0,33.0,22.0,6.0,17.0,15.0,11.0,14.0,3.0,8.0,5.0,0.0,4.0,Eastern MetropolitanGippslandNorthern and Western MetropolitanSouthern Metropolitan,MELBOURNE,218.0,0.0,0.0, 2018Total
392,82.0,88.0,53.0,54.0,32.0,34.0,66.0,86.0,63.0,52.0,47.0,47.0,52.0,47.0,30.0,32.0,42.0,74.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,981.0,0.0,0.0, 2017Total
393,1.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,33.0,1.0,0.0, 2016YTD
394,14.0,17.0,6.0,7.0,6.0,10.0,12.0,15.0,11.0,7.0,7.0,9.0,9.0,4.0,9.0,7.0,8.0,8.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,166.0,0.0,0.0, 2017YTD
395,84.0,92.0,55.0,30.0,35.0,38.0,54.0,48.0,28.0,36.0,29.0,45.0,40.0,32.0,32.0,22.0,15.0,21.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,736.0,0.0,0.0, 2019YTD
396,9.0,12.0,9.0,8.0,12.0,13.0,11.0,9.0,11.0,15.0,17.0,15.0,16.0,8.0,12.0,10.0,16.0,27.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,231.0,1.0,0.0, 2016Total
397,4.0,4.0,3.0,1.0,4.0,0.0,3.0,5.0,9.0,6.0,3.0,9.0,5.0,1.0,5.0,7.0,5.0,5.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,79.0,0.0,0.0, 2018YTD
398,11.0,17.0,7.0,6.0,9.0,9.0,16.0,12.0,16.0,15.0,9.0,18.0,12.0,5.0,8.0,11.0,12.0,8.0,Eastern MetropolitanNorthern and Western MetropolitanSouthern Metropolitan,MAROONDAH,201.0,0.0,0.0, 2018Total
399,172.0,171.0,81.0,65.0,68.0,63.0,103.0,108.0,91.0,94.0,85.0,90.0,75.0,47.0,54.0,46.0,62.0,70.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,1546.0,1.0,0.0, 2017Total
400,10.0,4.0,0.0,2.0,3.0,9.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,0.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,59.0,0.0,0.0, 2016YTD
401,11.0,14.0,5.0,5.0,11.0,9.0,12.0,18.0,13.0,8.0,8.0,13.0,6.0,6.0,7.0,7.0,8.0,7.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,169.0,1.0,0.0, 2017YTD
402,215.0,209.0,113.0,72.0,55.0,63.0,110.0,103.0,93.0,54.0,43.0,65.0,54.0,34.0,33.0,22.0,34.0,37.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,1409.0,0.0,0.0, 2019YTD
403,28.0,13.0,15.0,9.0,12.0,23.0,24.0,26.0,17.0,15.0,22.0,23.0,11.0,15.0,17.0,12.0,11.0,6.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,299.0,0.0,0.0, 2016Total
404,9.0,4.0,3.0,2.0,4.0,3.0,8.0,6.0,2.0,2.0,6.0,7.0,4.0,6.0,2.0,5.0,1.0,0.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,74.0,0.0,0.0, 2018YTD
405,42.0,21.0,11.0,11.0,16.0,20.0,34.0,19.0,17.0,16.0,14.0,18.0,21.0,15.0,7.0,7.0,5.0,4.0,Barwon South WestEastern MetropolitanHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,WHITTLESEA,298.0,0.0,0.0, 2018Total
406,103.0,114.0,97.0,62.0,68.0,59.0,83.0,93.0,101.0,90.0,89.0,100.0,89.0,87.0,64.0,57.0,53.0,97.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,1506.0,0.0,0.0, 2017Total
407,4.0,3.0,2.0,4.0,2.0,2.0,6.0,6.0,5.0,4.0,6.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,62.0,1.0,0.0, 2016YTD
408,16.0,16.0,5.0,8.0,13.0,7.0,15.0,17.0,21.0,17.0,9.0,14.0,12.0,13.0,12.0,12.0,9.0,9.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,225.0,0.0,0.0, 2017YTD
409,106.0,142.0,72.0,44.0,61.0,60.0,88.0,67.0,52.0,58.0,60.0,59.0,48.0,40.0,41.0,22.0,24.0,58.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,1102.0,0.0,0.0, 2019YTD
410,21.0,13.0,15.0,15.0,18.0,17.0,18.0,19.0,23.0,18.0,35.0,21.0,26.0,26.0,28.0,26.0,20.0,32.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,393.0,2.0,0.0, 2016Total
411,7.0,5.0,2.0,1.0,3.0,4.0,5.0,5.0,9.0,8.0,6.0,10.0,3.0,3.0,5.0,5.0,2.0,6.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,89.0,0.0,0.0, 2018YTD
412,29.0,30.0,9.0,5.0,9.0,13.0,15.0,18.0,22.0,21.0,19.0,21.0,10.0,12.0,12.0,12.0,7.0,19.0,Eastern MetropolitanGippslandHumeLoddon MalleeNorthern and Western MetropolitanSouthern Metropolitan,YARRA RANGES,283.0,0.0,0.0, 2018Total
413,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,7.0,4.0,5.0,5.0,6.0,Hume,MURRINDINDI,67.0,0.0,0.0, 2017Total
414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Hume,MURRINDINDI,5.0,0.0,0.0, 2016YTD
415,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Hume,MURRINDINDI,12.0,0.0,0.0, 2017YTD
416,4.0,8.0,9.0,6.0,5.0,5.0,3.0,1.0,4.0,6.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,Hume,MURRINDINDI,70.0,0.0,0.0, 2019YTD
417,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,3.0,2.0,1.0,Hume,MURRINDINDI,26.0,0.0,0.0, 2016Total
418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Hume,MURRINDINDI,7.0,0.0,0.0, 2018YTD
419,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,Hume,MURRINDINDI,17.0,0.0,0.0, 2018Total
420,2.0,3.0,3.0,1.0,3.0,4.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,Grampians,HORSHAM,34.0,0.0,0.0, 2017Total
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,HORSHAM,0.0,0.0,0.0, 2016YTD
422,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Grampians,HORSHAM,8.0,0.0,0.0, 2017YTD
423,4.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,2.0,7.0,7.0,Grampians,HORSHAM,56.0,0.0,0.0, 2019YTD
424,2.0,1.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Grampians,HORSHAM,20.0,0.0,0.0, 2016Total
425,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Grampians,HORSHAM,7.0,0.0,0.0, 2018YTD
426,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,Grampians,HORSHAM,14.0,0.0,0.0, 2018Total
427,5.0,19.0,3.0,3.0,10.0,5.0,3.0,9.0,9.0,8.0,10.0,9.0,9.0,4.0,13.0,6.0,9.0,13.0,Grampians,ARARAT,147.0,0.0,0.0, 2017Total
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grampians,ARARAT,0.0,0.0,0.0, 2016YTD
429,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Grampians,ARARAT,13.0,0.0,0.0, 2017YTD
